doi,paragraph_index,topic,term,count
10.10800142569042000236961,3329,3,capital,1
10.10800142569042000236961,3330,3,habitus,4
10.10800142569042000236961,3331,3,habitus,1
10.10800142569042000236961,3333,3,habitus,3
10.10800142569042000236961,3333,3,capital,2
10.10800142569042000236961,3334,3,habitus,3
10.10800142569042000236961,3334,3,capital,3
10.10800142569042000236961,3335,3,habitus,4
10.10800142569042000236961,3335,3,capital,2
10.10800142569042000236961,3335,3,doxa,1
10.10800142569042000236961,3336,3,habitus,1
10.10800142569042000236961,3336,3,capital,4
10.10800142569042000252080,3340,3,habitus,12
10.10800142569042000252107,3341,2,habitus,1
10.10800142569042000252107,3341,2,capital,6
10.10800142569042000252107,3341,2,cultural capital,1
10.10800142569042000252107,3341,2,social capital,3
10.10800142569042000252107,3342,2,capital,6
10.10800142569042000252107,3342,2,economic capital,1
10.10800142569042000252107,3342,2,social capital,2
10.108001425690500128809,3343,2,habitus,1
10.108001425690500128809,3343,2,doxa,1
10.108001425690500128809,3344,3,habitus,4
10.108001425690500128809,3345,3,habitus,5
10.108001425690500128809,3346,3,habitus,4
10.108001425690500128809,3347,3,habitus,3
10.108001425690500128809,3348,3,objectification,2
10.108001425690500128809,3348,3,habitus,10
10.108001425690500128809,3349,3,objectification,2
10.108001425690500128809,3349,3,habitus,7
10.108001425690500128809,3352,3,habitus,1
10.108001425690500128809,3352,3,doxa,1
10.108001425690500128858,3353,2,capital,1
10.108001425690500128858,3354,2,capital,3
10.108001425690500128858,3354,2,social capital,3
10.108001425690500128858,3355,3,habitus,2
10.108001425690500128858,3355,3,field,1
10.108001425690500128858,3355,3,capital,6
10.108001425690500128858,3355,3,social capital,6
10.108001425690500128858,3356,4,capital,7
10.108001425690500128858,3356,4,social capital,7
10.108001425690500128924,3357,1,field,1
10.108001425690500128924,3357,1,capital,2
10.108001425690500128924,3357,1,cultural capital,1
10.108001425690500293546,3358,1,habitus,1
10.108001425690500293546,3358,1,capital,1
10.108001425690500293546,3358,1,cultural capital,1
10.108001425690500293546,3359,1,habitus,3
10.108001425690500293546,3359,1,capital,1
10.108001425690500293546,3359,1,cultural capital,1
10.108001425690500293546,3359,1,illusio,1
10.108001425690500293561,3360,2,capital,1
10.108001425690500293561,3360,2,cultural capital,1
10.108001425690500293561,3363,3,field,2
10.108001425690500293561,3363,3,doxa,1
10.108001425690500293561,3364,0,capital,1
10.108001425690500293561,3364,0,cultural capital,1
10.108001425690500293561,3365,0,capital,1
10.108001425690500293561,3365,0,cultural capital,1
10.108001425690500293561,3369,2,field,1
10.108001425690500293561,3370,3,field,2
10.108001425690500293561,3370,3,capital,3
10.108001425690500293561,3370,3,social capital,3
10.108001425690500293660,3371,1,field,2
10.108001425690500293660,3372,1,field,4
10.108001425690500293660,3373,1,field,1
10.108001425690500293835,3376,1,field,3
10.108001425690500293835,3376,1,illusio,1
10.108001425690500293835,3377,1,field,4
10.108001425690500293835,3377,1,illusio,1
10.108001425690500293835,3378,1,reflexivity,1
10.108001425690500293835,3378,1,reflexive,1
10.108001425690500293835,3378,1,field,1
10.108001425690500293835,3379,3,reflexivity,1
10.108001425690500293835,3379,3,reflexive,1
10.108001425690500293835,3379,3,illusio,1
10.108001425690500293835,3380,3,field,1
10.108001425690500293835,3380,3,illusio,4
10.108001425690500293835,3381,3,field,1
10.108001425690500293835,3381,3,illusio,3
10.108001425690500293835,3382,1,field,1
10.108001425690500293835,3382,1,illusio,1
10.108001425690500293835,3383,1,field,2
10.108001425690500293835,3383,1,doxa,1
10.108001425690500376705,3384,2,habitus,1
10.108001425690500376705,3384,2,field,2
10.108001425690500376705,3384,2,capital,1
10.108001425690500376705,3384,2,cultural capital,1
10.108001425690500376705,3385,2,habitus,1
10.108001425690500376705,3385,2,capital,1
10.108001425690500376705,3385,2,cultural capital,1
10.108001425690500376705,3386,3,habitus,3
10.108001425690500376705,3387,3,habitus,2
10.108001425690500376705,3387,3,field,3
10.108001425690500376705,3387,3,capital,1
10.108001425690500376705,3388,3,habitus,1
10.108001425690500376705,3388,3,field,1
10.108001425690500376705,3388,3,capital,4
10.108001425690500376705,3388,3,cultural capital,3
10.108001425690500376705,3389,3,habitus,2
10.108001425690500376705,3389,3,field,3
10.108001425690500376705,3389,3,capital,3
10.108001425690500376705,3389,3,cultural capital,1
10.108001425690500376754,3390,1,reflexive,1
10.108001425690500376754,3390,1,habitus,1
10.108001425690500376754,3390,1,field,1
10.108001425690500376754,3390,1,doxa,1
10.108001425690500376754,3391,3,symbolic violence,1
10.108001425690500376754,3392,1,field,1
10.108001425690500376754,3392,1,capital,1
10.108001425690500376754,3392,1,symbolic power,1
10.108001425690500376754,3393,1,field,1
10.108001425690500376754,3394,3,reflexive,1
10.108001425690500376754,3394,3,habitus,2
10.108001425690500376754,3395,3,reflexive,1
10.108001425690500376754,3395,3,habitus,4
10.108001425690500376754,3395,3,field,1
10.108001425690500376754,3396,1,habitus,4
10.108001425690500376754,3396,1,field,3
10.108001425690500376754,3397,3,habitus,1
10.108001425690500376754,3397,3,field,1
10.108001425690500376754,3397,3,symbolic violence,2
10.108001425690500376754,3398,1,symbolic violence,1
10.108001425690500376754,3400,3,reflexive,2
10.108001425690500376754,3400,3,habitus,2
10.108001425690500376754,3400,3,field,1
10.108001425690600556149,3401,2,doxa,1
10.108001425690600556149,3402,2,habitus,1
10.108001425690600556149,3402,2,field,1
10.108001425690600556149,3402,2,capital,1
10.108001425690600556149,3402,2,cultural capital,1
10.108001425690600750544,3405,3,habitus,1
10.108001425690600750544,3405,3,field,1
10.108001425690600750544,3405,3,doxa,1
10.108001425690600750544,3406,3,capital,1
10.108001425690600750544,3407,3,reflexive,1
10.108001425690600750544,3408,3,habitus,5
10.108001425690600750544,3408,3,field,5
10.108001425690600750544,3409,3,reflexivity,1
10.108001425690600750544,3409,3,reflexive,1
10.108001425690600750544,3409,3,habitus,4
10.108001425690600750544,3409,3,field,4
10.108001425690600750544,3411,1,doxa,1
10.108001425690600750544,3412,4,capital,2
10.108001425690600750544,3412,4,cultural capital,1
10.108001425690600803160,3413,3,habitus,1
10.108001425690600803160,3413,3,doxa,1
10.108001425690600803160,3414,1,symbolic power,1
10.108001425690600995958,3415,2,capital,1
10.108001425690600995958,3415,2,cultural capital,1
10.108001425690600996691,3417,1,field,1
10.108001425690600996691,3418,1,habitus,1
10.108001425690600996691,3418,1,capital,1
10.108001425690600996691,3418,1,cultural capital,1
10.108001425690600996691,3418,1,symbolic violence,1
10.108001425690600996691,3419,2,habitus,1
10.108001425690600996691,3420,4,capital,2
10.108001425690600996691,3420,4,symbolic capital,1
10.108001425690600996717,3421,2,field,1
10.108001425690600996717,3421,2,capital,4
10.108001425690600996717,3421,2,economic capital,1
10.108001425690600996717,3421,2,cultural capital,2
10.108001425690701192570,3422,2,habitus,1
10.108001425690701192570,3422,2,field,1
10.108001425690701192570,3422,2,capital,3
10.108001425690701192570,3422,2,doxa,2
10.108001425690701192570,3423,2,symbolic violence,1
10.108001425690701252028,3424,2,capital,4
10.108001425690701252028,3424,2,social capital,1
10.108001425690701252382,3425,2,capital,1
10.108001425690701252382,3425,2,cultural capital,1
10.108001425690701252382,3425,2,doxa,1
10.108001425690701252382,3426,2,capital,3
10.108001425690701252382,3426,2,cultural capital,3
10.108001425690701252382,3427,2,capital,3
10.108001425690701252382,3427,2,cultural capital,3
10.108001425690701252382,3428,2,capital,2
10.108001425690701252382,3428,2,cultural capital,2
10.108001425690701252382,3429,2,capital,3
10.108001425690701252382,3429,2,cultural capital,3
10.108001425690701252382,3430,2,capital,4
10.108001425690701252382,3430,2,cultural capital,3
10.108001425690701252382,3431,2,capital,1
10.108001425690701252382,3432,2,capital,1
10.108001425690701252382,3432,2,cultural capital,1
10.108001425690701252382,3433,2,capital,1
10.108001425690701252382,3433,2,cultural capital,1
10.108001425690701252531,3434,2,capital,2
10.108001425690701252531,3434,2,social capital,1
10.108001425690701252531,3435,2,capital,2
10.108001425690701252531,3435,2,cultural capital,2
10.108001425690701253455,3437,2,habitus,1
10.108001425690701253455,3437,2,doxa,1
10.108001425690701253455,3437,2,illusio,1
10.108001425690701253455,3438,3,habitus,2
10.108001425690701253455,3438,3,field,1
10.108001425690701253455,3438,3,doxa,1
10.108001425690701253455,3439,3,reflexive,1
10.108001425690701253455,3439,3,habitus,1
10.108001425690701253455,3439,3,field,2
10.108001425690701253455,3439,3,doxa,1
10.108001425690701253455,3440,3,reflexive,1
10.108001425690701253455,3440,3,habitus,1
10.108001425690701253455,3440,3,doxa,1
10.108001425690701253455,3441,3,reflexive,1
10.108001425690701253455,3441,3,capital,1
10.108001425690701253455,3441,3,symbolic capital,1
10.108001425690701253455,3441,3,doxa,1
10.108001425690701369525,3442,2,capital,3
10.108001425690701369525,3442,2,cultural capital,3
10.108001425690701369525,3443,2,capital,2
10.108001425690701369525,3443,2,cultural capital,2
10.108001425690701369525,3444,4,field,1
10.108001425690701369525,3444,4,capital,5
10.108001425690701369525,3444,4,economic capital,1
10.108001425690701369525,3444,4,cultural capital,2
10.108001425690701369525,3444,4,social capital,1
10.108001425690701369525,3445,4,capital,7
10.108001425690701369525,3445,4,cultural capital,3
10.108001425690701369525,3445,4,social capital,2
10.108001425690701369525,3446,2,habitus,1
10.108001425690701369525,3446,2,field,1
10.108001425690701369525,3446,2,capital,7
10.108001425690701369525,3446,2,cultural capital,5
10.108001425690701369525,3446,2,social capital,1
10.108001425690701369525,3447,2,habitus,1
10.108001425690701369525,3447,2,field,1
10.108001425690701369525,3447,2,capital,6
10.108001425690701369525,3447,2,cultural capital,6
10.108001425690701369525,3448,2,capital,6
10.108001425690701369525,3448,2,cultural capital,6
10.108001425690701369525,3449,2,habitus,2
10.108001425690701369525,3449,2,capital,5
10.108001425690701369525,3449,2,cultural capital,5
10.108001425690701369525,3450,2,habitus,3
10.108001425690701369525,3450,2,capital,1
10.108001425690701369525,3450,2,cultural capital,1
10.108001425690701369525,3451,2,habitus,2
10.108001425690701369525,3451,2,capital,1
10.108001425690701369525,3451,2,cultural capital,1
10.108001425690701369582,3452,2,doxa,1
10.108001425690701369582,3453,2,habitus,1
10.108001425690701369582,3453,2,field,4
10.108001425690701369582,3453,2,capital,2
10.108001425690701369582,3453,2,cultural capital,2
10.108001425690701369582,3454,2,capital,1
10.108001425690701369582,3454,2,cultural capital,1
10.108001425690701369582,3455,2,habitus,1
10.108001425690701369582,3456,0,capital,4
10.108001425690701369582,3456,0,economic capital,1
10.108001425690701369582,3456,0,cultural capital,1
10.108001425690701369632,3457,2,capital,1
10.108001425690701369632,3457,2,cultural capital,1
10.108001425690701369632,3458,2,capital,2
10.108001425690701369632,3458,2,cultural capital,1
10.108001425690701369632,3458,2,doxa,1
10.108001425690701610001,3460,2,capital,3
10.108001425690701610001,3460,2,economic capital,1
10.108001425690701610001,3460,2,cultural capital,2
10.108001425690701610092,3462,3,doxa,1
10.108001425690701610092,3464,1,field,1
10.108001425690701610092,3465,3,field,1
10.108001425690701610092,3465,3,doxa,1
10.108001425690701610092,3466,3,habitus,1
10.108001425690701610092,3466,3,capital,2
10.108001425690701610092,3466,3,illusio,1
10.108001425690701610092,3467,1,field,1
10.108001425690701610092,3468,2,field,1
10.108001425690701610092,3468,2,illusio,1
10.108001425690701610092,3470,1,doxa,1
10.108001425690701610100,3471,3,habitus,1
10.108001425690701610100,3473,3,field,1
10.108001425690701728720,3474,1,habitus,4
10.108001425690701728720,3474,1,field,1
10.108001425690701728720,3475,1,habitus,3
10.108001425690701728720,3475,1,field,1
10.108001425690701728720,3476,1,habitus,3
10.108001425690701728720,3476,1,field,2
10.108001425690701728720,3477,3,habitus,2
10.108001425690701728720,3477,3,field,2
10.108001425690701728720,3478,3,habitus,6
10.108001425690701728720,3478,3,field,2
10.108001425690701728720,3479,4,habitus,1
10.108001425690701728720,3479,4,field,2
10.108001425690701728720,3479,4,capital,2
10.108001425690701728720,3479,4,cultural capital,1
10.108001425690701728720,3480,3,habitus,1
10.108001425690701728720,3480,3,field,1
10.108001425690701728720,3480,3,capital,1
10.108001425690701728720,3480,3,doxa,1
10.108001425690701728720,3481,2,habitus,1
10.108001425690701728720,3482,3,habitus,4
10.108001425690701728720,3482,3,capital,1
10.108001425690701728720,3483,2,habitus,2
10.108001425690701737457,3485,2,field,1
10.108001425690701737457,3485,2,capital,3
10.108001425690701737457,3485,2,cultural capital,1
10.108001425690701737457,3486,2,habitus,1
10.108001425690701737457,3486,2,field,2
10.108001425690701737457,3486,2,capital,2
10.108001425690701737457,3486,2,symbolic capital,1
10.108001425690701737457,3486,2,symbolic power,1
10.108001425690701737481,3487,2,field,1
10.108001425690701737481,3488,2,habitus,2
10.108001425690701737481,3488,2,field,1
10.108001425690701737481,3488,2,capital,2
10.108001425690701737481,3488,2,cultural capital,2
10.108001425690701737481,3489,1,habitus,3
10.108001425690701737481,3489,1,field,2
10.108001425690701737481,3489,1,capital,3
10.108001425690701737481,3489,1,cultural capital,3
10.108001425690701737481,3490,1,habitus,2
10.108001425690701737481,3490,1,field,1
10.108001425690701737481,3490,1,capital,2
10.108001425690701737481,3490,1,cultural capital,2
10.108001425690701737481,3491,1,habitus,6
10.108001425690701737481,3492,3,habitus,7
10.108001425690701737481,3492,3,field,1
10.108001425690701737481,3493,3,habitus,8
10.108001425690701737481,3493,3,field,1
10.108001425690701737481,3494,3,habitus,6
10.108001425690701737481,3495,3,habitus,6
10.108001425690701737481,3495,3,doxa,1
10.108001425690701737481,3496,3,habitus,4
10.108001425690701737481,3496,3,field,1
10.108001425690701737481,3497,1,habitus,4
10.108001425690701737481,3497,1,field,2
10.108001425690701737481,3497,1,doxa,1
10.108001425690701737481,3498,3,habitus,2
10.108001425690701737481,3498,3,field,3
10.108001425690701737481,3498,3,doxa,1
10.108001425690701737481,3499,3,habitus,4
10.108001425690701737481,3500,3,habitus,6
10.108001425690701737481,3501,3,habitus,2
10.108001425690701737481,3501,3,field,2
10.108001425690701737481,3501,3,doxa,1
10.108001425690701737481,3501,3,symbolic violence,1
10.108001425690701737481,3502,2,habitus,1
10.108001425690701737481,3502,2,capital,3
10.108001425690701737481,3502,2,cultural capital,2
10.108001425690701737481,3502,2,doxa,1
10.108001425690701737481,3502,2,illusio,1
10.108001425690701737481,3503,2,habitus,2
10.108001425690701737481,3503,2,field,1
10.108001425690701737481,3503,2,capital,3
10.108001425690701737481,3503,2,cultural capital,2
10.108001425690701737481,3504,2,habitus,2
10.108001425690701737481,3504,2,field,1
10.108001425690701737481,3504,2,capital,3
10.108001425690701737481,3504,2,cultural capital,2
10.108001425690701737481,3505,2,capital,2
10.108001425690701737481,3505,2,cultural capital,2
10.108001425690701737481,3506,2,capital,4
10.108001425690701737481,3506,2,cultural capital,4
10.108001425690701737481,3507,1,habitus,3
10.108001425690701737481,3507,1,field,9
10.108001425690701737481,3507,1,capital,1
10.108001425690701737481,3508,1,habitus,5
10.108001425690701737481,3508,1,field,12
10.108001425690701737481,3508,1,capital,2
10.108001425690701737481,3509,1,field,7
10.108001425690701737481,3509,1,capital,10
10.108001425690701737481,3510,3,field,2
10.108001425690701737481,3510,3,capital,6
10.108001425690701737481,3511,3,field,1
10.108001425690701737481,3511,3,capital,4
10.108001425690701737481,3511,3,doxa,1
10.108001425690701737481,3512,1,field,1
10.108001425690701737481,3515,1,habitus,1
10.108001425690701737481,3515,1,field,1
10.108001425690701737481,3515,1,capital,1
10.108001425690701737481,3515,1,cultural capital,1
10.108001425690701835152,3517,4,capital,1
10.108001425690701835152,3517,4,symbolic capital,1
10.108001425690701837505,3518,2,field,1
10.108001425690701837505,3518,2,doxa,1
10.108001425690701837505,3519,2,capital,6
10.108001425690701837505,3519,2,cultural capital,1
10.108001425690701837505,3520,2,field,1
10.108001425690701837505,3520,2,capital,5
10.108001425690701837505,3520,2,cultural capital,1
10.108001425690701837505,3521,2,field,2
10.108001425690701837505,3521,2,capital,6
10.108001425690701837505,3521,2,economic capital,1
10.108001425690701837505,3521,2,cultural capital,1
10.108001425690701837505,3522,2,field,1
10.108001425690701837505,3522,2,capital,9
10.108001425690701837505,3522,2,cultural capital,3
10.108001425690701837505,3522,2,social capital,1
10.108001425690701837505,3522,2,doxa,1
10.108001425690701837539,3523,3,habitus,1
10.108001425690701837547,3524,2,habitus,1
10.108001425690701837547,3524,2,field,7
10.108001425690701837547,3524,2,capital,15
10.108001425690701837547,3524,2,cultural capital,7
10.108001425690701837547,3524,2,social capital,1
10.108001425690701837547,3524,2,symbolic capital,1
10.108001425690701837547,3525,4,capital,2
10.108001425690701837547,3526,2,capital,4
10.108001425690701837547,3526,2,cultural capital,3
10.108001425690701837547,3526,2,social capital,1
10.108001425690701837547,3527,4,capital,15
10.108001425690701837547,3527,4,economic capital,1
10.108001425690701837547,3527,4,cultural capital,3
10.108001425690701837547,3527,4,social capital,3
10.108001425690701837547,3528,4,capital,13
10.108001425690701837547,3528,4,cultural capital,1
10.108001425690701837547,3528,4,social capital,2
10.108001425690701837547,3529,4,field,2
10.108001425690701837547,3529,4,capital,22
10.108001425690701837547,3529,4,economic capital,3
10.108001425690701837547,3529,4,cultural capital,3
10.108001425690701837547,3529,4,social capital,2
10.108001425690701837547,3530,4,field,1
10.108001425690701837547,3530,4,capital,16
10.108001425690701837547,3530,4,cultural capital,5
10.108001425690701837547,3530,4,social capital,1
10.108001425690802160302,3531,4,field,2
10.108001425690802160351,3534,3,habitus,2
10.108001425690802160351,3534,3,field,2
10.108001425690802160351,3534,3,capital,2
10.108001425690802160351,3534,3,cultural capital,1
10.108001425690802160351,3534,3,doxa,1
10.108001425690802160351,3535,1,habitus,2
10.108001425690802160351,3535,1,field,3
10.108001425690802160351,3535,1,capital,4
10.108001425690802160351,3535,1,cultural capital,1
10.108001425690802160351,3535,1,symbolic capital,1
10.108001425690802160351,3535,1,doxa,1
10.108001425690802263668,3536,2,capital,1
10.108001425690802263668,3536,2,cultural capital,1
10.108001425690802423353,3542,3,habitus,1
10.108001425690802423353,3543,3,habitus,1
10.108001425690802423353,3544,3,habitus,1
10.108001425690802514292,3545,2,habitus,2
10.108001425690802514292,3546,2,habitus,1
10.108001425690802514292,3547,3,habitus,2
10.108001425690802514292,3548,3,habitus,3
10.108001425690802514318,3550,2,habitus,1
10.108001425690802514318,3550,2,field,1
10.108001425690802514318,3551,4,habitus,1
10.108001425690802514318,3551,4,doxa,2
10.108001425690802514318,3552,4,habitus,6
10.108001425690802514318,3552,4,doxa,2
10.108001425690802514318,3553,2,habitus,1
10.108001425690802514318,3554,2,capital,1
10.108001425690802514318,3555,2,habitus,1
10.108001425690802514318,3555,2,field,3
10.108001425690802514318,3556,2,field,5
10.108001425690802514318,3556,2,doxa,1
10.108001425690802514318,3556,2,symbolic violence,1
10.108001425690802514318,3557,2,capital,1
10.108001425690802514318,3557,2,cultural capital,1
10.108001425690802514318,3557,2,doxa,1
10.108001425690802514482,3558,2,field,2
10.108001425690802514482,3558,2,capital,2
10.108001425690802514482,3558,2,cultural capital,1
10.108001425690802514482,3558,2,social capital,1
10.108001425690802514482,3559,2,habitus,1
10.108001425690802514482,3559,2,field,4
10.108001425690802514482,3559,2,capital,3
10.108001425690802514482,3559,2,cultural capital,2
10.108001425690802514482,3559,2,social capital,1
10.108001425690802514482,3560,2,habitus,1
10.108001425690802514482,3560,2,field,2
10.108001425690802514482,3560,2,capital,3
10.108001425690802514482,3560,2,cultural capital,2
10.108001425690802514482,3560,2,social capital,1
10.108001425690802700164,3561,3,habitus,1
10.108001425690802700164,3562,2,capital,1
10.108001425690902812547,3563,2,capital,4
10.108001425690902812547,3563,2,cultural capital,1
10.108001425690902812547,3563,2,social capital,3
10.108001425690902812547,3563,2,symbolic violence,1
10.108001425690902812547,3564,2,capital,1
10.108001425690902812547,3564,2,cultural capital,1
10.108001425690902812547,3564,2,symbolic violence,4
10.108001425690902812547,3565,2,habitus,1
10.108001425690902812547,3565,2,field,1
10.108001425690902812547,3565,2,capital,2
10.108001425690902812547,3565,2,cultural capital,2
10.108001425690902812547,3565,2,symbolic violence,5
10.108001425690902812547,3566,3,habitus,4
10.108001425690902812547,3566,3,field,3
10.108001425690902812547,3566,3,capital,1
10.108001425690902812547,3566,3,cultural capital,1
10.108001425690902812547,3566,3,symbolic violence,2
10.108001425690902812547,3567,3,habitus,5
10.108001425690902812547,3567,3,field,5
10.108001425690902812547,3567,3,capital,2
10.108001425690902812547,3567,3,symbolic capital,2
10.108001425690902812547,3568,3,habitus,3
10.108001425690902812547,3568,3,field,3
10.108001425690902812547,3568,3,capital,7
10.108001425690902812547,3568,3,economic capital,2
10.108001425690902812547,3568,3,cultural capital,1
10.108001425690902812547,3568,3,symbolic capital,3
10.108001425690902812547,3569,2,habitus,1
10.108001425690902812547,3569,2,field,1
10.108001425690902812547,3569,2,capital,7
10.108001425690902812547,3569,2,economic capital,2
10.108001425690902812547,3569,2,cultural capital,2
10.108001425690902812547,3569,2,symbolic capital,2
10.108001425690902812547,3570,2,capital,3
10.108001425690902812547,3570,2,cultural capital,1
10.108001425690902812547,3570,2,social capital,2
10.108001425690902812547,3570,2,doxa,1
10.108001425690902812547,3571,3,field,1
10.108001425690902812547,3571,3,capital,2
10.108001425690902812547,3571,3,cultural capital,2
10.108001425690902812547,3571,3,doxa,1
10.108001425690902812547,3571,3,symbolic violence,2
10.108001425690902812547,3572,3,habitus,1
10.108001425690902812547,3572,3,capital,1
10.108001425690902812547,3572,3,cultural capital,1
10.108001425690902812547,3572,3,symbolic violence,1
10.108001425690902812547,3573,2,capital,4
10.108001425690902812547,3573,2,symbolic capital,1
10.108001425690902812547,3574,2,habitus,5
10.108001425690902812547,3574,2,capital,2
10.108001425690902812547,3574,2,cultural capital,1
10.108001425690902812547,3574,2,symbolic violence,1
10.108001425690902812547,3575,2,habitus,3
10.108001425690902812547,3575,2,symbolic violence,2
10.108001425690902812547,3576,2,capital,4
10.108001425690902812547,3576,2,cultural capital,4
10.108001425690902812547,3576,2,symbolic violence,1
10.108001425690902812547,3577,3,capital,1
10.108001425690902812547,3577,3,social capital,1
10.108001425690902812547,3577,3,illusio,2
10.108001425690902812547,3577,3,symbolic violence,1
10.108001425690902812547,3578,2,capital,3
10.108001425690902812547,3578,2,social capital,3
10.108001425690902812547,3578,2,illusio,2
10.108001425690902812547,3579,2,habitus,2
10.108001425690902812547,3579,2,field,3
10.108001425690902812547,3579,2,capital,1
10.108001425690902812547,3579,2,social capital,1
10.108001425690902812547,3580,2,habitus,3
10.108001425690902812547,3580,2,field,1
10.108001425690902812547,3580,2,capital,3
10.108001425690902812547,3580,2,cultural capital,2
10.108001425690902812547,3580,2,social capital,1
10.108001425690902812547,3581,4,capital,5
10.108001425690902812547,3581,4,economic capital,1
10.108001425690902812547,3581,4,cultural capital,1
10.108001425690902812547,3581,4,symbolic capital,3
10.108001425690902812547,3582,2,habitus,1
10.108001425690902812547,3582,2,capital,6
10.108001425690902812547,3582,2,economic capital,2
10.108001425690902812547,3582,2,cultural capital,1
10.108001425690902812547,3582,2,symbolic capital,2
10.108001425690902812547,3582,2,symbolic power,1
10.108001425690902812562,3583,2,field,1
10.108001425690902812604,3585,2,habitus,1
10.108001425690902812604,3585,2,capital,1
10.108001425690902812604,3585,2,social capital,1
10.108001425690902812604,3587,2,habitus,2
10.108001425690902812604,3587,2,field,1
10.108001425690902812604,3587,2,capital,1
10.108001425690902812604,3587,2,social capital,1
10.108001425690902812604,3588,3,habitus,4
10.108001425690902812604,3588,3,capital,3
10.108001425690902812604,3588,3,cultural capital,2
10.108001425690902812604,3588,3,social capital,1
10.108001425690902812604,3589,0,field,1
10.108001425690902812604,3589,0,capital,5
10.108001425690902812604,3589,0,economic capital,1
10.108001425690902812604,3589,0,cultural capital,2
10.108001425690902812604,3589,0,social capital,2
10.108001425690902812604,3590,2,habitus,2
10.108001425690902812604,3590,2,field,1
10.108001425690902812604,3590,2,capital,2
10.108001425690902812604,3590,2,economic capital,1
10.108001425690902812604,3590,2,cultural capital,1
10.108001425690902812604,3592,2,habitus,2
10.108001425690902812604,3592,2,capital,1
10.108001425690902812604,3592,2,cultural capital,1
10.108001425690902812604,3592,2,doxa,1
10.108001425690902812620,3593,1,capital,2
10.108001425690902812620,3593,1,cultural capital,1
10.108001425690902954604,3594,3,habitus,8
10.108001425690902954604,3594,3,field,1
10.108001425690902954604,3595,3,habitus,3
10.108001425690902954604,3595,3,field,2
10.108001425690902954604,3596,2,habitus,5
10.108001425690902954604,3597,3,habitus,14
10.108001425690902954604,3598,3,habitus,13
10.108001425690902954604,3599,3,habitus,7
10.108001425690902954604,3599,3,field,1
10.108001425690902954604,3600,2,habitus,5
10.108001425690902954604,3601,2,field,2
10.108001425690902954604,3601,2,symbolic violence,1
10.108001425690902954604,3602,3,field,3
10.108001425690902954604,3602,3,capital,1
10.108001425690902954604,3602,3,cultural capital,1
10.108001425690902954604,3602,3,symbolic violence,1
10.108001425690902954604,3603,3,habitus,7
10.108001425690902954604,3603,3,field,1
10.108001425690902954646,3604,3,habitus,2
10.108001425690902954646,3604,3,field,1
10.108001425690902954646,3605,3,habitus,4
10.108001425690902954646,3605,3,field,1
10.108001425690902954646,3606,3,habitus,4
10.108001425690902954646,3606,3,field,2
10.108001425690903101023,3607,4,field,7
10.108001425690903101023,3607,4,capital,18
10.108001425690903101023,3607,4,economic capital,4
10.108001425690903101023,3607,4,cultural capital,6
10.108001425690903101023,3607,4,social capital,3
10.108001425690903101023,3608,1,reflexivity,1
10.108001425690903101023,3608,1,reflexive,1
10.108001425690903101023,3608,1,field,6
10.108001425690903101023,3608,1,capital,2
10.108001425690903101023,3609,2,habitus,2
10.108001425690903101023,3609,2,field,1
10.108001425690903101023,3609,2,capital,1
10.108001425690903101023,3610,2,habitus,1
10.108001425690903101023,3610,2,capital,2
10.108001425690903101023,3610,2,cultural capital,1
10.108001425690903101023,3610,2,social capital,1
10.108001425690903101023,3610,2,doxa,2
10.108001425690903101031,3611,3,habitus,1
10.108001425690903101031,3611,3,field,1
10.108001425690903101031,3612,3,habitus,1
10.108001425690903101031,3613,2,field,2
10.108001425690903101031,3614,2,habitus,2
10.108001425690903101031,3614,2,field,1
10.108001425690903101031,3615,3,habitus,8
10.108001425690903101031,3615,3,field,1
10.108001425690903101056,3617,2,field,2
10.108001425690903101056,3618,2,habitus,1
10.108001425690903101056,3618,2,capital,1
10.108001425690903101056,3619,3,field,1
10.108001425690903101098,3621,2,capital,2
10.108001425690903101098,3621,2,cultural capital,2
10.108001425690903235144,3622,2,habitus,1
10.108001425690903235144,3622,2,field,6
10.108001425690903235144,3622,2,capital,2
10.108001425690903235144,3623,2,habitus,1
10.108001425690903235144,3623,2,field,6
10.108001425690903235144,3623,2,capital,2
10.108001425690903235144,3625,3,habitus,3
10.108001425690903235144,3625,3,field,7
10.108001425690903235144,3625,3,capital,1
10.108001425690903235144,3626,3,habitus,6
10.108001425690903235144,3626,3,field,8
10.108001425690903235144,3626,3,doxa,1
10.108001425690903235144,3627,3,habitus,6
10.108001425690903235144,3627,3,field,6
10.108001425690903235144,3627,3,doxa,1
10.108001425690903235144,3628,4,field,4
10.108001425690903235144,3628,4,capital,3
10.108001425690903235144,3629,1,habitus,1
10.108001425690903235144,3629,1,field,6
10.108001425690903235144,3629,1,capital,2
10.108001425690903235144,3629,1,cultural capital,1
10.108001425690903235144,3630,3,habitus,1
10.108001425690903235144,3630,3,field,2
10.108001425690903235144,3630,3,doxa,1
10.108001425690903235144,3631,2,habitus,1
10.108001425690903235144,3631,2,field,3
10.108001425690903235144,3631,2,capital,6
10.108001425690903235144,3631,2,cultural capital,1
10.108001425690903235219,3632,2,field,2
10.108001425690903235276,3633,2,habitus,1
10.108001425690903235276,3633,2,capital,2
10.108001425690903235276,3634,2,habitus,1
