doi,pdf_path,filename,extraction_date,source_title,original_length,processed_length
10.1086210398,bourdieu_sociology_corpus\10.1086210398.pdf,10.1086210398.pdf,2025-03-12 18:19:30,,1265,848
10.1086210463,bourdieu_sociology_corpus\10.1086210463.pdf,10.1086210463.pdf,2025-03-12 18:19:22,,819,595
10.1086230781,bourdieu_sociology_corpus\10.1086230781.pdf,10.1086230781.pdf,2025-03-12 18:19:23,,881,586
10.1086230786,bourdieu_sociology_corpus\10.1086230786.pdf,10.1086230786.pdf,2025-03-12 18:19:23,,1164,737
10.1086230786,bourdieu_sociology_corpus\10.1086230786.pdf,10.1086230786.pdf,2025-03-12 18:19:23,,878,615
10.1086230825,bourdieu_sociology_corpus\10.1086230825.pdf,10.1086230825.pdf,2025-03-12 18:19:23,,786,551
10.1086230912,bourdieu_sociology_corpus\10.1086230912.pdf,10.1086230912.pdf,2025-03-12 18:19:23,,673,469
10.1086230912,bourdieu_sociology_corpus\10.1086230912.pdf,10.1086230912.pdf,2025-03-12 18:19:23,,708,494
10.1086230912,bourdieu_sociology_corpus\10.1086230912.pdf,10.1086230912.pdf,2025-03-12 18:19:23,,768,490
10.1086230912,bourdieu_sociology_corpus\10.1086230912.pdf,10.1086230912.pdf,2025-03-12 18:19:23,,683,406
10.1086230912,bourdieu_sociology_corpus\10.1086230912.pdf,10.1086230912.pdf,2025-03-12 18:19:23,,907,582
10.1086230912,bourdieu_sociology_corpus\10.1086230912.pdf,10.1086230912.pdf,2025-03-12 18:19:23,,1096,707
10.1086230912,bourdieu_sociology_corpus\10.1086230912.pdf,10.1086230912.pdf,2025-03-12 18:19:23,,878,562
10.1086230912,bourdieu_sociology_corpus\10.1086230912.pdf,10.1086230912.pdf,2025-03-12 18:19:23,,951,616
10.1086230912,bourdieu_sociology_corpus\10.1086230912.pdf,10.1086230912.pdf,2025-03-12 18:19:23,,1002,648
10.1086230912,bourdieu_sociology_corpus\10.1086230912.pdf,10.1086230912.pdf,2025-03-12 18:19:23,,1171,775
10.1086230912,bourdieu_sociology_corpus\10.1086230912.pdf,10.1086230912.pdf,2025-03-12 18:19:23,,1068,693
10.1086230912,bourdieu_sociology_corpus\10.1086230912.pdf,10.1086230912.pdf,2025-03-12 18:19:23,,915,579
10.1086230912,bourdieu_sociology_corpus\10.1086230912.pdf,10.1086230912.pdf,2025-03-12 18:19:23,,1038,639
10.1086230912,bourdieu_sociology_corpus\10.1086230912.pdf,10.1086230912.pdf,2025-03-12 18:19:23,,1140,680
10.1086230912,bourdieu_sociology_corpus\10.1086230912.pdf,10.1086230912.pdf,2025-03-12 18:19:23,,910,605
10.1086230912,bourdieu_sociology_corpus\10.1086230912.pdf,10.1086230912.pdf,2025-03-12 18:19:23,,1001,665
10.1086230912,bourdieu_sociology_corpus\10.1086230912.pdf,10.1086230912.pdf,2025-03-12 18:19:23,,976,658
10.1086230912,bourdieu_sociology_corpus\10.1086230912.pdf,10.1086230912.pdf,2025-03-12 18:19:23,,1246,865
10.1086230912,bourdieu_sociology_corpus\10.1086230912.pdf,10.1086230912.pdf,2025-03-12 18:19:23,,1145,787
10.1086230912,bourdieu_sociology_corpus\10.1086230912.pdf,10.1086230912.pdf,2025-03-12 18:19:23,,967,587
10.1086230912,bourdieu_sociology_corpus\10.1086230912.pdf,10.1086230912.pdf,2025-03-12 18:19:23,,1071,748
10.1086230912,bourdieu_sociology_corpus\10.1086230912.pdf,10.1086230912.pdf,2025-03-12 18:19:23,,1003,681
10.1086230912,bourdieu_sociology_corpus\10.1086230912.pdf,10.1086230912.pdf,2025-03-12 18:19:23,,975,616
10.1086230912,bourdieu_sociology_corpus\10.1086230912.pdf,10.1086230912.pdf,2025-03-12 18:19:23,,918,567
10.1086230912,bourdieu_sociology_corpus\10.1086230912.pdf,10.1086230912.pdf,2025-03-12 18:19:23,,871,572
10.1086230912,bourdieu_sociology_corpus\10.1086230912.pdf,10.1086230912.pdf,2025-03-12 18:19:23,,968,588
10.1086231037,bourdieu_sociology_corpus\10.1086231037.pdf,10.1086231037.pdf,2025-03-12 18:19:25,,952,681
10.1086231172,bourdieu_sociology_corpus\10.1086231172.pdf,10.1086231172.pdf,2025-03-12 18:19:23,,1653,1019
10.1086231209,bourdieu_sociology_corpus\10.1086231209.pdf,10.1086231209.pdf,2025-03-12 18:19:24,,1198,718
10.1086231209,bourdieu_sociology_corpus\10.1086231209.pdf,10.1086231209.pdf,2025-03-12 18:19:24,,1094,683
10.1086231209,bourdieu_sociology_corpus\10.1086231209.pdf,10.1086231209.pdf,2025-03-12 18:19:24,,1173,719
10.1086231209,bourdieu_sociology_corpus\10.1086231209.pdf,10.1086231209.pdf,2025-03-12 18:19:24,,1511,911
10.1086231209,bourdieu_sociology_corpus\10.1086231209.pdf,10.1086231209.pdf,2025-03-12 18:19:24,,1246,801
10.1086231212,bourdieu_sociology_corpus\10.1086231212.pdf,10.1086231212.pdf,2025-03-12 18:19:23,,1191,887
10.1086231292,bourdieu_sociology_corpus\10.1086231292.pdf,10.1086231292.pdf,2025-03-12 18:19:23,,797,522
10.1086231294,bourdieu_sociology_corpus\10.1086231294.pdf,10.1086231294.pdf,2025-03-12 18:19:25,,1303,924
10.1086231294,bourdieu_sociology_corpus\10.1086231294.pdf,10.1086231294.pdf,2025-03-12 18:19:25,,638,406
10.1086231294,bourdieu_sociology_corpus\10.1086231294.pdf,10.1086231294.pdf,2025-03-12 18:19:25,,1353,900
10.1086231294,bourdieu_sociology_corpus\10.1086231294.pdf,10.1086231294.pdf,2025-03-12 18:19:25,,1475,1056
10.1086231294,bourdieu_sociology_corpus\10.1086231294.pdf,10.1086231294.pdf,2025-03-12 18:19:25,,1531,1101
10.1086231294,bourdieu_sociology_corpus\10.1086231294.pdf,10.1086231294.pdf,2025-03-12 18:19:25,,1242,764
10.1086231294,bourdieu_sociology_corpus\10.1086231294.pdf,10.1086231294.pdf,2025-03-12 18:19:25,,2189,1420
10.1086231294,bourdieu_sociology_corpus\10.1086231294.pdf,10.1086231294.pdf,2025-03-12 18:19:25,,2357,1499
10.1086231351,bourdieu_sociology_corpus\10.1086231351.pdf,10.1086231351.pdf,2025-03-12 18:19:24,,930,660
10.1086231351,bourdieu_sociology_corpus\10.1086231351.pdf,10.1086231351.pdf,2025-03-12 18:19:24,,1290,920
10.1086231351,bourdieu_sociology_corpus\10.1086231351.pdf,10.1086231351.pdf,2025-03-12 18:19:24,,1230,858
10.1086231351,bourdieu_sociology_corpus\10.1086231351.pdf,10.1086231351.pdf,2025-03-12 18:19:24,,1736,1165
10.1086231351,bourdieu_sociology_corpus\10.1086231351.pdf,10.1086231351.pdf,2025-03-12 18:19:24,,982,644
10.1086231351,bourdieu_sociology_corpus\10.1086231351.pdf,10.1086231351.pdf,2025-03-12 18:19:24,,1284,842
10.1086231351,bourdieu_sociology_corpus\10.1086231351.pdf,10.1086231351.pdf,2025-03-12 18:19:24,,1526,1069
10.1086231351,bourdieu_sociology_corpus\10.1086231351.pdf,10.1086231351.pdf,2025-03-12 18:19:24,,1189,827
10.1086231351,bourdieu_sociology_corpus\10.1086231351.pdf,10.1086231351.pdf,2025-03-12 18:19:24,,1804,1233
10.1086231351,bourdieu_sociology_corpus\10.1086231351.pdf,10.1086231351.pdf,2025-03-12 18:19:24,,2198,1515
10.1086316961,bourdieu_sociology_corpus\10.1086316961.pdf,10.1086316961.pdf,2025-03-12 18:19:23,,1563,1088
10.1086316961,bourdieu_sociology_corpus\10.1086316961.pdf,10.1086316961.pdf,2025-03-12 18:19:23,,1590,1051
10.1086316961,bourdieu_sociology_corpus\10.1086316961.pdf,10.1086316961.pdf,2025-03-12 18:19:23,,1337,942
10.1086320817,bourdieu_sociology_corpus\10.1086320817.pdf,10.1086320817.pdf,2025-03-12 18:19:23,,2232,1545
10.1086338779,bourdieu_sociology_corpus\10.1086338779.pdf,10.1086338779.pdf,2025-03-12 18:19:24,,1183,852
10.1086338974,bourdieu_sociology_corpus\10.1086338974.pdf,10.1086338974.pdf,2025-03-12 18:19:23,,1160,738
10.1086341744,bourdieu_sociology_corpus\10.1086341744.pdf,10.1086341744.pdf,2025-03-12 18:19:24,,2437,1698
10.1086341907,bourdieu_sociology_corpus\10.1086341907.pdf,10.1086341907.pdf,2025-03-12 18:19:24,,1671,1214
10.1086344121,bourdieu_sociology_corpus\10.1086344121.pdf,10.1086344121.pdf,2025-03-12 18:19:25,,1651,1119
10.1086344121,bourdieu_sociology_corpus\10.1086344121.pdf,10.1086344121.pdf,2025-03-12 18:19:25,,1130,775
10.1086344812,bourdieu_sociology_corpus\10.1086344812.pdf,10.1086344812.pdf,2025-03-12 18:19:25,,1986,1331
10.1086344840,bourdieu_sociology_corpus\10.1086344840.pdf,10.1086344840.pdf,2025-03-12 18:19:27,,598,419
10.1086345649,bourdieu_sociology_corpus\10.1086345649.pdf,10.1086345649.pdf,2025-03-12 18:19:26,,1149,763
10.1086345649,bourdieu_sociology_corpus\10.1086345649.pdf,10.1086345649.pdf,2025-03-12 18:19:26,,1381,888
10.1086367918,bourdieu_sociology_corpus\10.1086367918.pdf,10.1086367918.pdf,2025-03-12 18:19:25,,1011,627
10.1086367918,bourdieu_sociology_corpus\10.1086367918.pdf,10.1086367918.pdf,2025-03-12 18:19:25,,1183,805
10.1086367918,bourdieu_sociology_corpus\10.1086367918.pdf,10.1086367918.pdf,2025-03-12 18:19:25,,1465,979
10.1086367920,bourdieu_sociology_corpus\10.1086367920.pdf,10.1086367920.pdf,2025-03-12 18:19:26,,855,553
10.1086367920,bourdieu_sociology_corpus\10.1086367920.pdf,10.1086367920.pdf,2025-03-12 18:19:26,,830,472
10.1086367920,bourdieu_sociology_corpus\10.1086367920.pdf,10.1086367920.pdf,2025-03-12 18:19:26,,960,647
10.1086367920,bourdieu_sociology_corpus\10.1086367920.pdf,10.1086367920.pdf,2025-03-12 18:19:26,,1349,860
10.1086367920,bourdieu_sociology_corpus\10.1086367920.pdf,10.1086367920.pdf,2025-03-12 18:19:26,,1897,1350
10.1086367920,bourdieu_sociology_corpus\10.1086367920.pdf,10.1086367920.pdf,2025-03-12 18:19:26,,1018,715
10.1086367920,bourdieu_sociology_corpus\10.1086367920.pdf,10.1086367920.pdf,2025-03-12 18:19:26,,835,557
10.1086367920,bourdieu_sociology_corpus\10.1086367920.pdf,10.1086367920.pdf,2025-03-12 18:19:26,,1297,862
10.1086375201,bourdieu_sociology_corpus\10.1086375201.pdf,10.1086375201.pdf,2025-03-12 18:19:26,,1856,1235
10.1086375201,bourdieu_sociology_corpus\10.1086375201.pdf,10.1086375201.pdf,2025-03-12 18:19:26,,1882,1230
10.1086375201,bourdieu_sociology_corpus\10.1086375201.pdf,10.1086375201.pdf,2025-03-12 18:19:26,,842,493
10.1086375201,bourdieu_sociology_corpus\10.1086375201.pdf,10.1086375201.pdf,2025-03-12 18:19:26,,1493,926
10.1086375201,bourdieu_sociology_corpus\10.1086375201.pdf,10.1086375201.pdf,2025-03-12 18:19:26,,1139,749
10.1086375201,bourdieu_sociology_corpus\10.1086375201.pdf,10.1086375201.pdf,2025-03-12 18:19:26,,1568,1029
10.1086375201,bourdieu_sociology_corpus\10.1086375201.pdf,10.1086375201.pdf,2025-03-12 18:19:26,,1187,765
10.1086375201,bourdieu_sociology_corpus\10.1086375201.pdf,10.1086375201.pdf,2025-03-12 18:19:26,,927,567
10.1086375201,bourdieu_sociology_corpus\10.1086375201.pdf,10.1086375201.pdf,2025-03-12 18:19:26,,902,603
10.1086375201,bourdieu_sociology_corpus\10.1086375201.pdf,10.1086375201.pdf,2025-03-12 18:19:26,,1134,787
10.1086375201,bourdieu_sociology_corpus\10.1086375201.pdf,10.1086375201.pdf,2025-03-12 18:19:26,,916,614
10.1086375201,bourdieu_sociology_corpus\10.1086375201.pdf,10.1086375201.pdf,2025-03-12 18:19:26,,489,330
10.1086378035,bourdieu_sociology_corpus\10.1086378035.pdf,10.1086378035.pdf,2025-03-12 18:19:25,,1053,744
10.1086378035,bourdieu_sociology_corpus\10.1086378035.pdf,10.1086378035.pdf,2025-03-12 18:19:25,,1193,831
10.1086379527,bourdieu_sociology_corpus\10.1086379527.pdf,10.1086379527.pdf,2025-03-12 18:19:26,,929,592
10.1086421508,bourdieu_sociology_corpus\10.1086421508.pdf,10.1086421508.pdf,2025-03-12 18:19:30,,1704,1132
10.1086499508,bourdieu_sociology_corpus\10.1086499508.pdf,10.1086499508.pdf,2025-03-12 18:19:26,,1954,1367
10.1086499909,bourdieu_sociology_corpus\10.1086499909.pdf,10.1086499909.pdf,2025-03-12 18:19:28,,2141,1475
10.1086499909,bourdieu_sociology_corpus\10.1086499909.pdf,10.1086499909.pdf,2025-03-12 18:19:28,,1753,1162
10.1086508792,bourdieu_sociology_corpus\10.1086508792.pdf,10.1086508792.pdf,2025-03-12 18:19:26,,1540,1009
10.1086508792,bourdieu_sociology_corpus\10.1086508792.pdf,10.1086508792.pdf,2025-03-12 18:19:26,,860,554
10.1086508792,bourdieu_sociology_corpus\10.1086508792.pdf,10.1086508792.pdf,2025-03-12 18:19:26,,946,663
10.1086508792,bourdieu_sociology_corpus\10.1086508792.pdf,10.1086508792.pdf,2025-03-12 18:19:26,,938,648
10.1086508792,bourdieu_sociology_corpus\10.1086508792.pdf,10.1086508792.pdf,2025-03-12 18:19:26,,1079,721
10.1086508792,bourdieu_sociology_corpus\10.1086508792.pdf,10.1086508792.pdf,2025-03-12 18:19:26,,1594,1021
10.1086508792,bourdieu_sociology_corpus\10.1086508792.pdf,10.1086508792.pdf,2025-03-12 18:19:26,,3770,1693
10.1086511802,bourdieu_sociology_corpus\10.1086511802.pdf,10.1086511802.pdf,2025-03-12 18:19:26,,1946,1247
10.1086511802,bourdieu_sociology_corpus\10.1086511802.pdf,10.1086511802.pdf,2025-03-12 18:19:26,,2406,1536
10.1086511802,bourdieu_sociology_corpus\10.1086511802.pdf,10.1086511802.pdf,2025-03-12 18:19:26,,2184,1407
10.1086511802,bourdieu_sociology_corpus\10.1086511802.pdf,10.1086511802.pdf,2025-03-12 18:19:26,,1536,1005
10.1086518907,bourdieu_sociology_corpus\10.1086518907.pdf,10.1086518907.pdf,2025-03-12 18:19:26,,1265,865
10.1086518923,bourdieu_sociology_corpus\10.1086518923.pdf,10.1086518923.pdf,2025-03-12 18:19:26,,964,675
10.1086522803,bourdieu_sociology_corpus\10.1086522803.pdf,10.1086522803.pdf,2025-03-12 18:19:30,,1244,806
10.1086522803,bourdieu_sociology_corpus\10.1086522803.pdf,10.1086522803.pdf,2025-03-12 18:19:30,,772,556
10.1086522803,bourdieu_sociology_corpus\10.1086522803.pdf,10.1086522803.pdf,2025-03-12 18:19:30,,1644,1102
10.1086522803,bourdieu_sociology_corpus\10.1086522803.pdf,10.1086522803.pdf,2025-03-12 18:19:30,,1076,775
10.1086522803,bourdieu_sociology_corpus\10.1086522803.pdf,10.1086522803.pdf,2025-03-12 18:19:30,,1495,1010
10.1086588737,bourdieu_sociology_corpus\10.1086588737.pdf,10.1086588737.pdf,2025-03-12 18:19:27,,1259,873
10.1086592204,bourdieu_sociology_corpus\10.1086592204.pdf,10.1086592204.pdf,2025-03-12 18:19:26,,1578,1116
10.1086592859,bourdieu_sociology_corpus\10.1086592859.pdf,10.1086592859.pdf,2025-03-12 18:19:27,,1500,1005
10.1086592859,bourdieu_sociology_corpus\10.1086592859.pdf,10.1086592859.pdf,2025-03-12 18:19:27,,2366,1610
10.1086592859,bourdieu_sociology_corpus\10.1086592859.pdf,10.1086592859.pdf,2025-03-12 18:19:27,,1667,1119
10.1086592859,bourdieu_sociology_corpus\10.1086592859.pdf,10.1086592859.pdf,2025-03-12 18:19:27,,1563,1088
10.1086592859,bourdieu_sociology_corpus\10.1086592859.pdf,10.1086592859.pdf,2025-03-12 18:19:27,,1044,716
10.1086592861,bourdieu_sociology_corpus\10.1086592861.pdf,10.1086592861.pdf,2025-03-12 18:19:27,,864,512
10.1086595944,bourdieu_sociology_corpus\10.1086595944.pdf,10.1086595944.pdf,2025-03-12 18:19:27,,1217,831
10.1086595946,bourdieu_sociology_corpus\10.1086595946.pdf,10.1086595946.pdf,2025-03-12 18:19:29,,1436,1054
10.1086595946,bourdieu_sociology_corpus\10.1086595946.pdf,10.1086595946.pdf,2025-03-12 18:19:29,,2151,1467
10.1086597179,bourdieu_sociology_corpus\10.1086597179.pdf,10.1086597179.pdf,2025-03-12 18:19:28,,1218,840
10.1086597179,bourdieu_sociology_corpus\10.1086597179.pdf,10.1086597179.pdf,2025-03-12 18:19:28,,1038,681
10.1086597179,bourdieu_sociology_corpus\10.1086597179.pdf,10.1086597179.pdf,2025-03-12 18:19:28,,1785,1121
10.1086597179,bourdieu_sociology_corpus\10.1086597179.pdf,10.1086597179.pdf,2025-03-12 18:19:28,,1464,929
10.1086597179,bourdieu_sociology_corpus\10.1086597179.pdf,10.1086597179.pdf,2025-03-12 18:19:28,,1137,718
10.1086597179,bourdieu_sociology_corpus\10.1086597179.pdf,10.1086597179.pdf,2025-03-12 18:19:28,,1566,1083
10.1086597179,bourdieu_sociology_corpus\10.1086597179.pdf,10.1086597179.pdf,2025-03-12 18:19:28,,1107,722
10.1086597179,bourdieu_sociology_corpus\10.1086597179.pdf,10.1086597179.pdf,2025-03-12 18:19:28,,1359,933
10.1086597179,bourdieu_sociology_corpus\10.1086597179.pdf,10.1086597179.pdf,2025-03-12 18:19:28,,1119,774
10.1086597179,bourdieu_sociology_corpus\10.1086597179.pdf,10.1086597179.pdf,2025-03-12 18:19:28,,935,631
10.1086597179,bourdieu_sociology_corpus\10.1086597179.pdf,10.1086597179.pdf,2025-03-12 18:19:28,,759,483
10.1086597179,bourdieu_sociology_corpus\10.1086597179.pdf,10.1086597179.pdf,2025-03-12 18:19:28,,938,637
10.1086597179,bourdieu_sociology_corpus\10.1086597179.pdf,10.1086597179.pdf,2025-03-12 18:19:28,,928,641
10.1086597791,bourdieu_sociology_corpus\10.1086597791.pdf,10.1086597791.pdf,2025-03-12 18:19:28,,1385,938
10.1086597791,bourdieu_sociology_corpus\10.1086597791.pdf,10.1086597791.pdf,2025-03-12 18:19:28,,1539,1107
10.1086597796,bourdieu_sociology_corpus\10.1086597796.pdf,10.1086597796.pdf,2025-03-12 18:19:29,,1641,1172
10.1086599249,bourdieu_sociology_corpus\10.1086599249.pdf,10.1086599249.pdf,2025-03-12 18:19:30,,1767,1211
10.1086599250,bourdieu_sociology_corpus\10.1086599250.pdf,10.1086599250.pdf,2025-03-12 18:19:28,,2489,1647
10.1086606142,bourdieu_sociology_corpus\10.1086606142.pdf,10.1086606142.pdf,2025-03-12 18:19:28,,1359,911
10.1086651375,bourdieu_sociology_corpus\10.1086651375.pdf,10.1086651375.pdf,2025-03-12 18:19:28,,1210,831
10.1086651577,bourdieu_sociology_corpus\10.1086651577.pdf,10.1086651577.pdf,2025-03-12 18:19:30,,1066,744
10.1086651577,bourdieu_sociology_corpus\10.1086651577.pdf,10.1086651577.pdf,2025-03-12 18:19:30,,825,567
10.1086651577,bourdieu_sociology_corpus\10.1086651577.pdf,10.1086651577.pdf,2025-03-12 18:19:30,,1100,721
10.1086653541,bourdieu_sociology_corpus\10.1086653541.pdf,10.1086653541.pdf,2025-03-12 18:19:29,,1754,1177
10.1086653541,bourdieu_sociology_corpus\10.1086653541.pdf,10.1086653541.pdf,2025-03-12 18:19:29,,2124,1462
10.1086657562,bourdieu_sociology_corpus\10.1086657562.pdf,10.1086657562.pdf,2025-03-12 18:19:31,,661,433
10.1086657562,bourdieu_sociology_corpus\10.1086657562.pdf,10.1086657562.pdf,2025-03-12 18:19:31,,397,298
10.1086657562,bourdieu_sociology_corpus\10.1086657562.pdf,10.1086657562.pdf,2025-03-12 18:19:31,,839,559
10.1086657562,bourdieu_sociology_corpus\10.1086657562.pdf,10.1086657562.pdf,2025-03-12 18:19:31,,486,311
10.1086657976,bourdieu_sociology_corpus\10.1086657976.pdf,10.1086657976.pdf,2025-03-12 18:19:29,,2341,1555
10.1086657976,bourdieu_sociology_corpus\10.1086657976.pdf,10.1086657976.pdf,2025-03-12 18:19:29,,1178,803
10.1086657976,bourdieu_sociology_corpus\10.1086657976.pdf,10.1086657976.pdf,2025-03-12 18:19:29,,970,679
10.1086657976,bourdieu_sociology_corpus\10.1086657976.pdf,10.1086657976.pdf,2025-03-12 18:19:29,,1535,1076
10.1086657976,bourdieu_sociology_corpus\10.1086657976.pdf,10.1086657976.pdf,2025-03-12 18:19:29,,1416,946
10.1086657976,bourdieu_sociology_corpus\10.1086657976.pdf,10.1086657976.pdf,2025-03-12 18:19:29,,992,688
10.1086659100,bourdieu_sociology_corpus\10.1086659100.pdf,10.1086659100.pdf,2025-03-12 18:19:30,,1075,737
10.1086659639,bourdieu_sociology_corpus\10.1086659639.pdf,10.1086659639.pdf,2025-03-12 18:19:31,,1586,1067
10.1086659639,bourdieu_sociology_corpus\10.1086659639.pdf,10.1086659639.pdf,2025-03-12 18:19:31,,1636,1079
10.1086659639,bourdieu_sociology_corpus\10.1086659639.pdf,10.1086659639.pdf,2025-03-12 18:19:31,,1675,969
10.1086661757,bourdieu_sociology_corpus\10.1086661757.pdf,10.1086661757.pdf,2025-03-12 18:19:30,,1016,743
10.1086661757,bourdieu_sociology_corpus\10.1086661757.pdf,10.1086661757.pdf,2025-03-12 18:19:30,,1129,762
10.1086662708,bourdieu_sociology_corpus\10.1086662708.pdf,10.1086662708.pdf,2025-03-12 18:19:31,,1440,989
10.1086663327,bourdieu_sociology_corpus\10.1086663327.pdf,10.1086663327.pdf,2025-03-12 18:19:30,,1017,700
10.1086663574,bourdieu_sociology_corpus\10.1086663574.pdf,10.1086663574.pdf,2025-03-12 18:19:30,,461,292
10.1086663575,bourdieu_sociology_corpus\10.1086663575.pdf,10.1086663575.pdf,2025-03-12 18:19:32,,1256,863
10.1086663575,bourdieu_sociology_corpus\10.1086663575.pdf,10.1086663575.pdf,2025-03-12 18:19:32,,1318,860
10.1086663575,bourdieu_sociology_corpus\10.1086663575.pdf,10.1086663575.pdf,2025-03-12 18:19:32,,1739,1166
10.1086663575,bourdieu_sociology_corpus\10.1086663575.pdf,10.1086663575.pdf,2025-03-12 18:19:32,,1851,1239
10.1086664542,bourdieu_sociology_corpus\10.1086664542.pdf,10.1086664542.pdf,2025-03-12 18:19:34,,1151,753
10.1086665035,bourdieu_sociology_corpus\10.1086665035.pdf,10.1086665035.pdf,2025-03-12 18:19:32,,1221,869
10.1086665035,bourdieu_sociology_corpus\10.1086665035.pdf,10.1086665035.pdf,2025-03-12 18:19:32,,1553,1115
10.1086665035,bourdieu_sociology_corpus\10.1086665035.pdf,10.1086665035.pdf,2025-03-12 18:19:32,,1428,953
10.1086666082,bourdieu_sociology_corpus\10.1086666082.pdf,10.1086666082.pdf,2025-03-12 18:19:33,,1658,1077
10.1086666082,bourdieu_sociology_corpus\10.1086666082.pdf,10.1086666082.pdf,2025-03-12 18:19:33,,1470,1006
10.1086666382,bourdieu_sociology_corpus\10.1086666382.pdf,10.1086666382.pdf,2025-03-12 18:19:31,,1320,928
10.1086666382,bourdieu_sociology_corpus\10.1086666382.pdf,10.1086666382.pdf,2025-03-12 18:19:31,,1953,1257
10.1086666382,bourdieu_sociology_corpus\10.1086666382.pdf,10.1086666382.pdf,2025-03-12 18:19:31,,1261,836
10.1086666382,bourdieu_sociology_corpus\10.1086666382.pdf,10.1086666382.pdf,2025-03-12 18:19:31,,2184,1492
10.1086666382,bourdieu_sociology_corpus\10.1086666382.pdf,10.1086666382.pdf,2025-03-12 18:19:31,,696,434
10.1086666383,bourdieu_sociology_corpus\10.1086666383.pdf,10.1086666383.pdf,2025-03-12 18:19:31,,1037,692
10.1086666472,bourdieu_sociology_corpus\10.1086666472.pdf,10.1086666472.pdf,2025-03-12 18:19:31,,1807,1269
10.1086666506,bourdieu_sociology_corpus\10.1086666506.pdf,10.1086666506.pdf,2025-03-12 18:19:31,,1207,901
10.1086668646,bourdieu_sociology_corpus\10.1086668646.pdf,10.1086668646.pdf,2025-03-12 18:19:32,,858,516
10.1086668646,bourdieu_sociology_corpus\10.1086668646.pdf,10.1086668646.pdf,2025-03-12 18:19:32,,865,537
10.1086668646,bourdieu_sociology_corpus\10.1086668646.pdf,10.1086668646.pdf,2025-03-12 18:19:32,,737,475
10.1086668646,bourdieu_sociology_corpus\10.1086668646.pdf,10.1086668646.pdf,2025-03-12 18:19:32,,1093,741
10.1086668646,bourdieu_sociology_corpus\10.1086668646.pdf,10.1086668646.pdf,2025-03-12 18:19:32,,1381,930
10.1086668646,bourdieu_sociology_corpus\10.1086668646.pdf,10.1086668646.pdf,2025-03-12 18:19:32,,1086,725
10.1086669506,bourdieu_sociology_corpus\10.1086669506.pdf,10.1086669506.pdf,2025-03-12 18:19:34,,1945,1325
10.1086669506,bourdieu_sociology_corpus\10.1086669506.pdf,10.1086669506.pdf,2025-03-12 18:19:34,,1996,1355
10.1086670719,bourdieu_sociology_corpus\10.1086670719.pdf,10.1086670719.pdf,2025-03-12 18:19:33,,1231,826
10.1086670719,bourdieu_sociology_corpus\10.1086670719.pdf,10.1086670719.pdf,2025-03-12 18:19:33,,1405,938
10.1086670719,bourdieu_sociology_corpus\10.1086670719.pdf,10.1086670719.pdf,2025-03-12 18:19:33,,1634,1087
10.1086670719,bourdieu_sociology_corpus\10.1086670719.pdf,10.1086670719.pdf,2025-03-12 18:19:33,,1458,987
10.1086672081,bourdieu_sociology_corpus\10.1086672081.pdf,10.1086672081.pdf,2025-03-12 18:19:32,,1024,718
10.1086673295,bourdieu_sociology_corpus\10.1086673295.pdf,10.1086673295.pdf,2025-03-12 18:19:32,,1975,1335
10.1086674006,bourdieu_sociology_corpus\10.1086674006.pdf,10.1086674006.pdf,2025-03-12 18:19:32,,1686,1111
10.1086675385,bourdieu_sociology_corpus\10.1086675385.pdf,10.1086675385.pdf,2025-03-12 18:19:33,,1561,1023
10.1086676041,bourdieu_sociology_corpus\10.1086676041.pdf,10.1086676041.pdf,2025-03-12 18:19:33,,1637,1112
10.1086676041,bourdieu_sociology_corpus\10.1086676041.pdf,10.1086676041.pdf,2025-03-12 18:19:33,,1951,1236
10.1086676041,bourdieu_sociology_corpus\10.1086676041.pdf,10.1086676041.pdf,2025-03-12 18:19:33,,924,604
10.1086676041,bourdieu_sociology_corpus\10.1086676041.pdf,10.1086676041.pdf,2025-03-12 18:19:33,,986,657
10.1086676836,bourdieu_sociology_corpus\10.1086676836.pdf,10.1086676836.pdf,2025-03-12 18:19:33,,700,441
10.1086678271,bourdieu_sociology_corpus\10.1086678271.pdf,10.1086678271.pdf,2025-03-12 18:19:33,,1868,1233
10.1086679104,bourdieu_sociology_corpus\10.1086679104.pdf,10.1086679104.pdf,2025-03-12 18:19:33,,1028,647
10.1086679104,bourdieu_sociology_corpus\10.1086679104.pdf,10.1086679104.pdf,2025-03-12 18:19:33,,996,688
10.1086679104,bourdieu_sociology_corpus\10.1086679104.pdf,10.1086679104.pdf,2025-03-12 18:19:33,,1256,827
10.1086679104,bourdieu_sociology_corpus\10.1086679104.pdf,10.1086679104.pdf,2025-03-12 18:19:33,,918,650
10.1086679191,bourdieu_sociology_corpus\10.1086679191.pdf,10.1086679191.pdf,2025-03-12 18:19:34,,983,741
10.1086681216,bourdieu_sociology_corpus\10.1086681216.pdf,10.1086681216.pdf,2025-03-12 18:19:34,,1303,864
10.1086681216,bourdieu_sociology_corpus\10.1086681216.pdf,10.1086681216.pdf,2025-03-12 18:19:34,,1841,1311
10.1086681216,bourdieu_sociology_corpus\10.1086681216.pdf,10.1086681216.pdf,2025-03-12 18:19:34,,3491,2474
10.1086681216,bourdieu_sociology_corpus\10.1086681216.pdf,10.1086681216.pdf,2025-03-12 18:19:34,,2022,1384
